Year,Player,Salary
2011,Charles Johnson,"$34,000,000"
2011,Sam Bradford,"$26,845,000"
2011,Peyton Manning,"$26,400,000"
2011,Ndamukong Suh,"$25,784,706"
2011,Darrelle Revis,"$25,000,000"
2011,Logan Mankins,"$21,500,000"
2011,Jon Beason,"$21,040,000"
2011,DeAngelo Williams,"$20,500,000"
2011,Adrian Peterson,"$20,500,000"
2011,Haloti Ngata,"$20,100,000"
2011,Larry Fitzgerald,"$20,000,000"
2011,Michael Vick,"$20,000,000"
2011,Tom Brady,"$19,750,000"
2011,Elvis Dumervil,"$19,615,000"
2011,Eric Berry,"$19,263,500"
2011,Joe Thomas,"$19,100,000"
2011,Ryan Kalil,"$19,000,000"
2011,LaMarr Woodley,"$18,100,000"
2011,Johnathan Joseph,"$18,000,000"
2011,Darnell Dockett,"$17,600,000"
2011,Russell Okung,"$16,600,000"
2011,Jason Witten,"$16,391,000"
2011,Rolando McClain,"$16,255,000"
2011,Tamba Hali,"$15,823,530"
2011,Brandon Marshall,"$15,200,000"
2011,Richard Seymour,"$15,000,000"
2011,Cam Newton,"$14,893,544"
2011,Mark Sanchez,"$14,725,000"
2011,Von Miller,"$14,148,004"
2011,Leon Hall,"$14,037,500"
2011,Chad Greenway,"$14,000,000"
2011,Eric Weddle,"$14,000,000"
2011,Troy Polamalu,"$14,000,000"
2011,Mario Williams,"$13,800,000"
2011,Marcell Dareus,"$13,716,672"
2011,Trent Williams,"$13,406,435"
2011,Ryan Fitzpatrick,"$13,220,000"
2011,A.J. Green,"$13,193,620"
2011,Quintin Mikell,"$13,000,000"
2011,Justin Blalock,"$13,000,000"
2011,Chris Johnson,"$13,000,000"
2011,Matt Cassel,"$12,500,000"
2011,Barry Cofield,"$12,500,000"
2011,Paul Soliai,"$12,476,000"
2011,Andrew Whitworth,"$12,390,000"
2011,Patrick Peterson,"$12,278,272"
2011,Marshal Yanda,"$12,000,000"
2011,Lawrence Timmons,"$12,000,000"
2011,Kevin Kolb,"$12,000,000"
2011,Nick Mangold,"$11,985,000"
2011,Julius Peppers,"$11,700,000"
2011,Jay Ratliff,"$11,625,000"
2011,Ben Roethlisberger,"$11,600,000"
2011,Chris Long,"$11,482,500"
2011,Brandon Graham,"$11,470,000"
2011,Vincent Jackson,"$11,424,000"
2011,Dwight Freeney,"$11,420,000"
2011,Calvin Johnson,"$11,375,000"
2011,Matt Ryan,"$11,250,000"
2011,Darren McFadden,"$11,200,667"
2011,Jake Long,"$11,200,000"
2011,Gerald McCoy,"$11,148,750"
2011,Brandon Flowers,"$11,000,000"
2011,Paul Posluszny,"$11,000,000"
2011,Doug Free,"$11,000,000"
2011,Champ Bailey,"$11,000,000"
2011,A.J. Hawk,"$10,950,000"
2011,Julio Jones,"$10,660,000"
2011,Stephen Bowen,"$10,500,000"
2011,D'Brickashaw Ferguson,"$10,265,000"
2011,Brian Urlacher,"$10,125,000"
2011,Nnamdi Asomugha,"$10,000,000"
2011,Stanford Routt,"$10,000,000"
2011,David Harris,"$10,000,000"
2011,Andre Johnson,"$9,883,333"
2011,C.J. Spiller,"$9,827,915"
2011,Tony Gonzalez,"$9,734,375"
2011,Maurkice Pouncey,"$9,675,500"
2011,Josh Sitton,"$9,550,000"
2011,David Baas,"$9,500,000"
2011,Davin Joseph,"$9,500,000"
2011,Marcedes Lewis,"$9,450,000"
2011,Anthony Davis,"$9,387,500"
2011,Jason Pierre-Paul,"$9,348,000"
2011,Roddy White,"$9,300,000"
2011,Matthew Stafford,"$9,270,000"
2011,Ike Taylor,"$9,250,000"
2011,Jared Allen,"$9,179,438"
2011,Derrick Morgan,"$9,125,000"
2011,Sean Weatherspoon,"$9,055,000"
2011,Tony Romo,"$9,000,000"
2011,Eli Manning,"$9,000,000"
2011,Matt Hasselbeck,"$9,000,000"
2011,Karlos Dansby,"$9,000,000"
2011,Roman Harper,"$8,900,000"
2011,Kyle Orton,"$8,879,000"
2011,Tyson Jackson,"$8,840,000"
2011,Charles Woodson,"$8,787,500"
2011,Darrius Heyward-Bey,"$8,785,000"
2011,Jeromey Clary,"$8,600,000"
2011,Miles Austin,"$8,540,000"
2011,Daryn Colledge,"$8,500,000"
2011,James Anderson,"$8,500,000"
2011,Jason Smith,"$8,500,000"
2011,Jammal Brown,"$8,437,500"
2011,Philip Rivers,"$8,400,000"
2011,Kellen Winslow,"$8,290,000"
2011,Santonio Holmes,"$8,250,000"
2011,Donald Penn,"$8,200,000"
2011,Aldon Smith,"$8,150,056"
2011,Jay Cutler,"$8,100,000"
2011,Joseph Addai,"$8,030,000"
2011,Jake Locker,"$8,028,456"
2011,Michael Huff,"$8,000,000"
2011,John Abraham,"$8,000,000"
2011,Oshiomogho Atogwe,"$8,000,000"
2011,Sidney Rice,"$8,000,000"
2011,Danieal Manning,"$8,000,000"
2011,Thomas Davis,"$8,000,000"
2011,Terence Newman,"$8,000,000"
2011,Tyron Smith,"$7,963,072"
2011,Dawan Landry,"$7,800,000"
2011,Aaron Rodgers,"$7,750,000"
2011,Kyle Williams,"$7,750,000"
2011,DeMarcus Ware,"$7,700,000"
2011,Blaine Gabbert,"$7,603,472"
2011,Drew Brees,"$7,593,500"
2011,Willie Colon,"$7,500,000"
2011,Earl Bennett,"$7,200,000"
2011,Steven Jackson,"$7,200,000"
2011,Brian Robison,"$7,188,000"
2011,Andre Smith,"$7,178,750"
2011,J.J. Watt,"$7,047,728"
2011,Tyson Alualu,"$7,040,000"
2011,Levi Brown,"$7,027,500"
2011,Chris Hope,"$7,000,000"
2011,Zach Miller,"$7,000,000"
2011,Steve Smith,"$7,000,000"
2011,Stewart Bradley,"$7,000,000"
2011,Clint Session,"$7,000,000"
2011,Owen Daniels,"$6,937,500"
2011,Cullen Jenkins,"$6,875,000"
2011,Tim Tebow,"$6,820,000"
2011,Demaryius Thomas,"$6,780,000"
2011,Antoine Winfield,"$6,750,000"
2011,Corey Webster,"$6,750,000"
2011,Steve Hutchinson,"$6,730,000"
2011,Jerod Mayo,"$6,600,000"
2011,Ed Reed,"$6,500,000"
2011,Ahmad Bradshaw,"$6,500,000"
2011,Jason Babin,"$6,500,000"
2011,Kevin Williams,"$6,500,000"
2011,Ray Lewis,"$6,500,000"
2011,Christian Ponder,"$6,263,144"
2011,Chris Gamble,"$6,244,117"
2011,Will Smith,"$6,150,000"
2011,Ryan Mathews,"$6,118,750"
2011,Ahtyba Rubin,"$6,100,000"
2011,Chad Clifton,"$6,093,750"
2011,Nick Fairley,"$6,067,000"
2011,Stephen Nicholas,"$6,000,000"
2011,Chris Chester,"$6,000,000"
2011,Kevin Boss,"$6,000,000"
2011,Tyson Clabo,"$6,000,000"
2011,Anquan Boldin,"$6,000,000"
2011,Josh Wilson,"$6,000,000"
2011,Antonio Cromartie,"$6,000,000"
2011,Ray Edwards,"$6,000,000"
2011,Ray McDonald,"$6,000,000"
2011,Asante Samuel,"$6,000,000"
2011,Quincy Black,"$6,000,000"
2011,Reggie Wayne,"$5,950,000"
2011,LaRon Landry,"$5,911,000"
2011,Earl Thomas,"$5,910,720"
2011,D.J. Williams,"$5,900,000"
2011,Kareem Jackson,"$5,835,000"
2011,DeMeco Ryans,"$5,800,000"
2011,Gerald Sensabaugh,"$5,800,000"
2011,Chris Snee,"$5,750,000"
2011,Chad Johnson,"$5,750,000"
2011,Kevin Burnett,"$5,750,000"
2011,Matt Schaub,"$5,750,000"
2011,Robert Quinn,"$5,737,585"
2011,Brian Waters,"$5,700,000"
2011,Steve Breaston,"$5,700,000"
2011,Mike Pouncey,"$5,609,325"
2011,John Sullivan,"$5,600,000"
2011,Charles Godfrey,"$5,600,000"
2011,Antrel Rolle,"$5,500,000"
2011,Chris Canty,"$5,500,000"
2011,Justin Smith,"$5,500,000"
2011,Tommy Kelly,"$5,500,000"
2011,Drayton Florence,"$5,500,000"
2011,Jermaine Gresham,"$5,435,000"
2011,Travelle Wharton,"$5,400,000"
2011,Devin McCourty,"$5,370,000"
2011,Vernon Davis,"$5,308,000"
2011,Jonathan Vilma,"$5,230,000"
2011,Ryan Kerrigan,"$5,217,032"
2011,Antonio Gates,"$5,200,000"
2011,Lyle Sendlein,"$5,150,000"
2011,Nate Solder,"$5,086,268"
2011,Chris Gocong,"$5,071,000"
2011,Donovan McNabb,"$5,050,000"
2011,Kyle Cook,"$5,035,000"
2011,Greg Jennings,"$5,015,000"
2011,London Fletcher,"$5,000,000"
2011,Robert Gallery,"$5,000,000"
2011,Brad Smith,"$5,000,000"
2011,Ryan Longwell,"$5,000,000"
2011,Lance Moore,"$5,000,000"
2011,Vonta Leach,"$5,000,000"
2011,Michael Turner,"$5,000,000"
2011,Reggie Bush,"$5,000,000"
2011,Adam Vinatieri,"$5,000,000"
2011,Kamerion Wimbley,"$5,000,000"
2011,Corey Williams,"$5,000,000"
2011,Olindo Mare,"$5,000,000"
2011,Brandon Mebane,"$5,000,000"
2011,Dunta Robinson,"$5,000,000"
2011,DeAngelo Hall,"$5,000,000"
2011,Michael Roos,"$5,000,000"
2011,Corey Liuget,"$4,922,816"
2011,Casey Hampton,"$4,910,000"
2011,Frank Gore,"$4,900,000"
2011,Alex Smith,"$4,900,000"
2011,Adrian Clayborn,"$4,846,032"
2011,Prince Amukamara,"$4,824,744"
2011,Mike Iupati,"$4,800,000"
2011,Roberto Garza,"$4,775,000"
2011,Phil Taylor,"$4,761,000"
2011,D'Qwell Jackson,"$4,750,000"
2011,Brandon Jacobs,"$4,750,000"
2011,Matt Bryant,"$4,750,000"
2011,Antoine Bethea,"$4,745,000"
2011,Jake Scott,"$4,700,000"
2011,Anthony Castonzo,"$4,693,980"
2011,Jermon Bushrod,"$4,650,000"
2011,Mason Crosby,"$4,650,000"
2011,Danny Watkins,"$4,646,600"
2011,Jahvid Best,"$4,640,000"
2011,Dan Williams,"$4,630,000"
2011,Jabari Greer,"$4,600,000"
2011,Jason Campbell,"$4,600,000"
2011,Antonio Smith,"$4,600,000"
2011,Jeff Faine,"$4,575,000"
2011,Luis Castillo,"$4,575,000"
2011,Adam Podlesh,"$4,500,000"
2011,Eric Winston,"$4,500,000"
2011,Nick Barnett,"$4,500,000"
2011,Rashean Mathis,"$4,500,000"
2011,Billy Cundiff,"$4,500,000"
2011,Chris Carr,"$4,500,000"
2011,Cameron Jordan,"$4,497,836"
2011,James Harrison,"$4,486,470"
2011,Joe Flacco,"$4,485,000"
2011,James Carpenter,"$4,432,456"
2011,Bryan Bulaga,"$4,400,000"
2011,Domonique Foxworth,"$4,400,000"
2011,Michael Crabtree,"$4,375,000"
2011,Jonathan Baldwin,"$4,367,072"
2011,Mark Ingram,"$4,359,000"
2011,Glenn Dorsey,"$4,332,250"
2011,Cedric Benson,"$4,323,353"
2011,Jimmy Smith,"$4,301,688"
2011,Sam Koch,"$4,300,000"
2011,Carlos Rogers,"$4,250,000"
2011,Dallas Clark,"$4,250,000"
2011,Daryl Smith,"$4,250,000"
2011,Donte Whitner,"$4,250,000"
2011,Marcus Spears,"$4,250,000"
2011,Maurice Jones-Drew,"$4,200,000"
2011,Robert Geathers,"$4,150,000"
2011,Bart Scott,"$4,150,000"
2011,Jared Odrick,"$4,145,000"
2011,Derek Anderson,"$4,137,500"
2011,Jordy Nelson,"$4,100,000"
2011,Sedrick Ellis,"$4,032,000"
2011,Gabe Carimi,"$4,006,672"
2011,Chris Kuper,"$4,000,000"
2011,Charlie Johnson,"$4,000,000"
2011,Harvey Dahl,"$4,000,000"
2011,Ronde Barber,"$4,000,000"
2011,Darren Sproles,"$4,000,000"
2011,Kerry Collins,"$4,000,000"
2011,Matt Moore,"$4,000,000"
2011,Vince Young,"$4,000,000"
2011,Charlie Whitehurst,"$4,000,000"
2011,Tarvaris Jackson,"$4,000,000"
2011,Shaun Ellis,"$4,000,000"
2011,Shaun Phillips,"$4,000,000"
2011,Ron Edwards,"$4,000,000"
2011,Ty Warren,"$4,000,000"
2011,John Henderson,"$4,000,000"
2011,Trent Cole,"$4,000,000"
2011,Bradie James,"$4,000,000"
2011,Barrett Ruud,"$4,000,000"
2011,Isaac Sopoaga,"$3,990,625"
2011,Aaron Smith,"$3,961,358"
2011,Seneca Wallace,"$3,950,000"
2011,Kerry Rhodes,"$3,925,000"
2011,Kyle Wilson,"$3,910,000"
2011,Dwan Edwards,"$3,900,000"
2011,Lance Briggs,"$3,900,000"
2011,Muhammad Wilkerson,"$3,875,000"
2011,Richie Incognito,"$3,855,000"
2011,Mathias Kiwanuka,"$3,850,000"
2011,Jeremy Shockey,"$3,812,500"
2011,Chris Cooley,"$3,800,000"
2011,Cortland Finnegan,"$3,793,000"
2011,Cameron Heyward,"$3,751,384"
2011,Daniel Graham,"$3,750,000"
2011,James Jones,"$3,750,000"
2011,Yeremiah Bell,"$3,750,000"
2011,Justin Durant,"$3,750,000"
2011,Matt Leinart,"$3,750,000"
2011,Randy Starks,"$3,750,000"
2011,Shawne Merriman,"$3,750,000"
2011,Quentin Jammer,"$3,750,000"
2011,Bryan Thomas,"$3,700,000"
2011,Charles Tillman,"$3,700,000"
2011,Derek Sherrod,"$3,676,456"
2011,Nick Hardwick,"$3,675,000"
2011,Osi Umenyiora,"$3,625,000"
2011,Takeo Spikes,"$3,625,000"
2011,Jamaal Charles,"$3,600,000"
2011,Justin Tuck,"$3,600,000"
2011,Dimitri Patterson,"$3,600,000"
2011,Orlando Scandrick,"$3,600,000"
2011,Tramon Williams,"$3,600,000"
2011,Chris Clemons,"$3,585,000"
2011,Robert Mathis,"$3,570,000"
2011,Jerry Hughes,"$3,555,000"
2011,Dan Koppen,"$3,500,000"
2011,Jonathan Goodwin,"$3,500,000"
2011,Michael Koenen,"$3,500,000"
2011,Jacoby Jones,"$3,500,000"
2011,Jarret Johnson,"$3,500,000"
2011,Leon Washington,"$3,500,000"
2011,Tyler Thigpen,"$3,500,000"
2011,Manny Lawson,"$3,500,000"
2011,Jonathan Babineaux,"$3,500,000"
2011,Spencer Johnson,"$3,500,000"
2011,Domata Peko,"$3,500,000"
2011,Michael Boley,"$3,500,000"
2011,Richard Marshall,"$3,500,000"
2011,Eric Wright,"$3,500,000"
2011,Ryan Pickett,"$3,437,500"
2011,Derrick Johnson,"$3,400,000"
2011,Terrell Suggs,"$3,400,000"
2011,Heath Miller,"$3,386,000"
2011,Cedric Griffin,"$3,350,000"
2011,Pierre Thomas,"$3,340,000"
2011,Michael Griffin,"$3,310,500"
2011,Nate Washington,"$3,300,000"
2011,Alan Branch,"$3,300,000"
2011,Terrence McGee,"$3,300,000"
2011,Lee Evans,"$3,275,000"
2011,Adrian Wilson,"$3,250,000"
2011,Chris Spencer,"$3,250,000"
2011,Todd Heap,"$3,250,000"
2011,Brandon Meriweather,"$3,250,000"
2011,Phil Dawson,"$3,250,000"
2011,Stephen Tulloch,"$3,250,000"
2011,Chris Houston,"$3,250,000"
2011,Jahri Evans,"$3,200,000"
2011,Shane Lechler,"$3,200,000"
2011,Greg Olsen,"$3,200,000"
2011,Bryant Johnson,"$3,200,000"
2011,Greg Jones,"$3,200,000"
2011,Chris Kemoeatu,"$3,187,000"
2011,Joe Haden,"$3,184,415"
2011,Clark Haggans,"$3,150,000"
2011,Garret Hartley,"$3,126,000"
2011,Calvin Pace,"$3,105,000"
2011,Scott Wells,"$3,100,000"
2011,Jacob Bell,"$3,100,000"
2011,John Kuhn,"$3,100,000"
2011,Marques Colston,"$3,075,000"
2011,Erik Pears,"$3,050,000"
2011,David Akers,"$3,050,000"
2011,George Wilson,"$3,050,000"
2011,Leon Hall,"$3,037,500"
2011,Mike Thomas,"$3,025,000"
2011,Brett Keisel,"$3,025,000"
2011,Plaxico Burress,"$3,017,000"
2011,Matt Birk,"$3,000,000"
2011,Andre Gurode,"$3,000,000"
2011,Stephen Peterman,"$3,000,000"
2011,Brandon Moore,"$3,000,000"
2011,Matt Spaeth,"$3,000,000"
2011,Jim Kleinsasser,"$3,000,000"
2011,Kevin Walter,"$3,000,000"
2011,Michael Jenkins,"$3,000,000"
2011,Hines Ward,"$3,000,000"
2011,Mike Williams,"$3,000,000"
2011,Willis McGahee,"$3,000,000"
2011,Drew Stanton,"$3,000,000"
2011,Tony McDaniel,"$3,000,000"
2011,Rocky McIntosh,"$3,000,000"
2011,Ben Grubbs,"$2,995,000"
2011,Dwayne Bowe,"$2,915,000"
2011,Andre' Goodman,"$2,880,000"
2011,Chris Johnson,"$2,823,529"
2011,Patrick Robinson,"$2,780,000"
2011,Chris Myers,"$2,750,000"
2011,Sean Jones,"$2,750,000"
2011,Brandon Jackson,"$2,750,000"
2011,Antonio Johnson,"$2,750,000"
2011,Ras-I Dowling,"$2,732,528"
2011,Brett Kern,"$2,727,500"
2011,Cory Redding,"$2,700,000"
2011,Nick Roach,"$2,685,000"
2011,Andy Dalton,"$2,667,144"
2011,Aaron Williams,"$2,645,523"
2011,Desmond Bishop,"$2,631,750"
2011,Sebastian Janikowski,"$2,625,000"
2011,Carl Nicks,"$2,611,000"
2011,Cliff Avril,"$2,611,000"
2011,Brent Grimes,"$2,611,000"
2011,Michael Bush,"$2,610,000"
2011,Brandon Carr,"$2,610,000"
2011,Jeremy Maclin,"$2,603,000"
2011,Colin Kaepernick,"$2,601,764"
2011,Josh Brown,"$2,600,000"
2011,Ben Obomanu,"$2,600,000"
2011,Jon Kitna,"$2,600,000"
2011,Jabaal Sheard,"$2,577,000"
2011,Sam Baker,"$2,576,250"
2011,Montell Owens,"$2,575,000"
2011,Chris Redman,"$2,550,000"
2011,Ryan Clady,"$2,550,000"
2011,Ryan Succop,"$2,525,000"
2011,Ryan Williams,"$2,516,768"
2011,Vernon Carey,"$2,500,000"
2011,Wayne Hunter,"$2,500,000"
2011,Abram Elam,"$2,500,000"
2011,Will Witherspoon,"$2,500,000"
2011,Wes Welker,"$2,500,000"
2011,Ryan Clark,"$2,500,000"
2011,Bryant McFadden,"$2,500,000"
2011,Carson Palmer,"$2,500,000"
2011,Billy Volek,"$2,500,000"
2011,Israel Idonije,"$2,500,000"
2011,Jason Hatcher,"$2,500,000"
2011,Anthony Adams,"$2,500,000"
2011,Thomas Howard,"$2,500,000"
2011,Aaron Kampman,"$2,475,000"
2011,Mike DeVito,"$2,475,000"
2011,Akeem Ayers,"$2,457,924"
2011,Benjamin Watson,"$2,420,000"
2011,Bruce Carter,"$2,405,616"
2011,Dominic Raiola,"$2,400,000"
2011,Brad Meester,"$2,400,000"
2011,Rob Bironas,"$2,400,000"
2011,Andra Davis,"$2,400,000"
2011,Scott Fujita,"$2,400,000"
2011,Bobbie Williams,"$2,388,236"
2011,Kevin Vickerson,"$2,375,000"
2011,Jarvis Jenkins,"$2,353,312"
2011,Bryant McKinnie,"$2,300,000"
2011,Tony Pashos,"$2,300,000"
2011,Keith Brooking,"$2,300,000"
2011,Brooks Reed,"$2,294,468"
2011,Shaun Hill,"$2,273,225"
2011,Rashad Butler,"$2,267,280"
2011,Thomas Jones,"$2,250,000"
2011,Darryl Tapp,"$2,250,000"
2011,Mike Patterson,"$2,250,000"
2011,Scott Shanle,"$2,250,000"
2011,Jay Feely,"$2,250,000"
2011,Kyle Rudolph,"$2,242,164"
2011,Donald Brown,"$2,240,000"
2011,Will Herring,"$2,200,000"
2011,Titus Young,"$2,192,324"
2011,Dylan Gandy,"$2,185,000"
2011,Shaun Suisham,"$2,160,000"
2011,Alex Boone,"$2,150,000"
2011,Robbie Gould,"$2,150,000"
2011,Parys Haralson,"$2,150,000"
2011,Marshawn Lynch,"$2,140,000"
2011,Jim Leonhard,"$2,125,000"
2011,Rahim Moore,"$2,110,000"
2011,Todd Herremans,"$2,100,000"
2011,Adam Snyder,"$2,100,000"
2011,Braylon Edwards,"$2,100,000"
2011,Chris Kelsay,"$2,100,000"
2011,Mike Scifres,"$2,080,000"
2011,Winston Justice,"$2,075,000"
2011,Will Svitek,"$2,050,500"
2011,Orlando Franklin,"$2,043,000"
2011,Jeff King,"$2,000,000"
2011,Dashon Goldson,"$2,000,000"
2011,Khalif Barnes,"$2,000,000"
2011,Roy Williams,"$2,000,000"
2011,Malcom Floyd,"$2,000,000"
2011,Usama Young,"$2,000,000"
2011,Josh Scobee,"$2,000,000"
2011,Bruce Gradkowski,"$2,000,000"
2011,Brian Dawkins,"$2,000,000"
2011,Anthony Fasano,"$1,975,000"
2011,Lance Kendricks,"$1,948,751"
2011,Patrick Willis,"$1,935,080"
2011,Fred Jackson,"$1,900,000"
2011,Phillip Buchanon,"$1,889,705"
2011,Keith Rivers,"$1,885,000"
2011,Stefen Wisniewski,"$1,882,564"
2011,Chris Crocker,"$1,850,000"
2011,Daniel Muir,"$1,850,000"
2011,Husain Abdullah,"$1,835,000"
2011,Mike Brisiel,"$1,835,000"
2011,Brandon Keith,"$1,835,000"
2011,Barry Richardson,"$1,835,000"
2011,Matt Prater,"$1,835,000"
2011,Eric Weems,"$1,835,000"
2011,Wesley Woodyard,"$1,835,000"
2011,Mike Tolbert,"$1,835,000"
2011,BenJarvus Green-Ellis,"$1,835,000"
2011,Connor Barth,"$1,835,000"
2011,Wallace Gilberry,"$1,835,000"
2011,Devin Hester,"$1,833,500"
2011,Brent Celek,"$1,823,000"
2011,Benjamin Ijalana,"$1,817,180"
2011,Nate Kaeding,"$1,800,000"
2011,Stephen Gostkowski,"$1,800,000"
2011,Luke McCown,"$1,800,000"
2011,Kelly Jennings,"$1,800,000"
2011,Marcus Gilchrist,"$1,751,800"
2011,Wade Smith,"$1,750,000"
2011,Tony Scheffler,"$1,750,000"
2011,Chansi Stuckey,"$1,750,000"
2011,Zach Strief,"$1,750,000"
2011,Byron Leftwich,"$1,750,000"
2011,Todd McClure,"$1,700,000"
2011,Floyd Womack,"$1,700,000"
2011,Mat McBriar,"$1,700,000"
2011,A.J. Feeley,"$1,700,000"
2011,Rian Lindell,"$1,700,000"
2011,Demorrio Williams,"$1,700,000"
2011,Chris Harris,"$1,695,000"
2011,Da'Quan Bowers,"$1,679,100"
2011,Brian Moorman,"$1,675,000"
2011,Aqib Talib,"$1,653,750"
2011,Rex Hadnot,"$1,650,000"
2011,Brandon Johnson,"$1,650,000"
2011,Marvin Austin,"$1,621,036"
2011,Craig Dahl,"$1,600,000"
2011,Kassim Osgood,"$1,600,000"
2011,Antwan Barnes,"$1,600,000"
2011,Stephen Paea,"$1,555,656"
2011,Jeremy Bridges,"$1,550,000"
2011,Rob Sims,"$1,525,000"
2011,Artis Hicks,"$1,500,000"
2011,Ahmad Brooks,"$1,500,000"
2011,Dustin Colquitt,"$1,500,000"
2011,Albert Haynesworth,"$1,500,000"
2011,Joey Porter,"$1,500,000"
2011,Jaiquawn Jarrett,"$1,492,272"
2011,Eugene Monroe,"$1,447,500"
2011,Ted Ginn Jr.,"$1,443,750"
2011,Rodney Hudson,"$1,424,892"
2011,Adam Carriker,"$1,420,000"
2011,Mario Manningham,"$1,400,000"
2011,Kendall Langford,"$1,400,000"
2011,Brandon McKinney,"$1,400,000"
2011,Jason Baker,"$1,400,000"
2011,Tim Jennings,"$1,400,000"
2011,Jarrett Bush,"$1,400,000"
2011,Jameel McClain,"$1,385,000"
2011,Amobi Okoye,"$1,382,500"
2011,T.J. Ward,"$1,378,000"
2011,Dan Connolly,"$1,375,000"
2011,Reed Doughty,"$1,375,000"
2011,Mark Anderson,"$1,375,000"
2011,Mikel Leshoure,"$1,372,584"
2011,Dez Bryant,"$1,362,500"
2011,Dexter McCluster,"$1,360,000"
2011,Michael Robinson,"$1,350,000"
2011,Torrey Smith,"$1,339,896"
2011,Kevin Boothe,"$1,325,000"
2011,Aaron Ross,"$1,324,000"
2011,John Wendling,"$1,310,000"
2011,Jonathan Stewart,"$1,310,000"
2011,Joe Staley,"$1,309,750"
2011,Joshua Cribbs,"$1,307,000"
2011,Anthony Spencer,"$1,301,000"
2011,Demetress Bell,"$1,300,000"
2011,James Sanders,"$1,300,000"
2011,Tarell Brown,"$1,300,000"
2011,Corey Graham,"$1,300,000"
2011,Dave Ball,"$1,300,000"
2011,Bryan Scott,"$1,300,000"
2011,Jonathan Scott,"$1,300,000"
2011,Greg Little,"$1,295,000"
2011,Rob Gronkowski,"$1,280,000"
2011,Koa Misi,"$1,280,000"
2011,Brandon Harris,"$1,274,512"
2011,Will Allen,"$1,265,000"
2011,Delanie Walker,"$1,250,000"
2011,Ronnie Brown,"$1,250,000"
2011,Kyle Boller,"$1,250,000"
2011,Jarvis Moss,"$1,250,000"
2011,Vonnie Holliday,"$1,250,000"
2011,Frostee Rucker,"$1,250,000"
2011,Reggie Torbor,"$1,250,000"
2011,Jonas Mouton,"$1,248,360"
2011,Anthony Gonzalez,"$1,245,000"
2011,Chris Kluwe,"$1,230,000"
2011,Daniel Thomas,"$1,228,740"
2011,Marcus Gilbert,"$1,222,208"
2011,Randall Cobb,"$1,209,124"
2011,Mackenzy Bernadeau,"$1,200,000"
2011,Robert Turner,"$1,200,000"
2011,Philip Wheeler,"$1,200,000"
2011,Nate Livings,"$1,200,000"
2011,Scott Chandler,"$1,200,000"
2011,Jermichael Finley,"$1,200,000"
2011,Harry Douglas,"$1,200,000"
2011,Stevie Johnson,"$1,200,000"
2011,Thomas DeCoud,"$1,200,000"
2011,Pierre Garcon,"$1,200,000"
2011,Jordan Senn,"$1,200,000"
2011,Michael Otto,"$1,200,000"
2011,Jeremy Cain,"$1,200,000"
2011,Danny Woodhead,"$1,200,000"
2011,Kroy Biermann,"$1,200,000"
2011,Dennis Dixon,"$1,200,000"
2011,J.J. Jansen,"$1,200,000"
2011,Erin Henderson,"$1,200,000"
2011,Chris Chamberlain,"$1,200,000"
2011,Nate Garner,"$1,200,000"
2011,Pat Sims,"$1,200,000"
2011,Andre Fluellen,"$1,200,000"
2011,Patrick Bailey,"$1,200,000"
2011,Zackary Bowman,"$1,200,000"
2011,Alan Ball,"$1,200,000"
2011,Jason Trusnik,"$1,185,000"
2011,Korey Hall,"$1,180,000"
2011,B.J. Raji,"$1,180,000"
2011,Jon Condo,"$1,175,000"
2011,Nate Allen,"$1,159,000"
2011,Arrelious Benn,"$1,155,000"
2011,Rex Grossman,"$1,150,000"
2011,Mike Adams,"$1,150,000"
2011,Bob Sanders,"$1,125,000"
2011,LaDainian Tomlinson,"$1,125,000"
2011,Ben Hartsock,"$1,110,000"
2011,Nick Eason,"$1,110,000"
2011,Adam Hayward,"$1,100,570"
2011,Will Heller,"$1,100,000"
2011,Jon Ryan,"$1,100,000"
2011,Ricky Williams,"$1,100,000"
2011,Jamaal Anderson,"$1,100,000"
2011,Charlie Peprah,"$1,100,000"
2011,Fred Evans,"$1,100,000"
2011,Kirk Morrison,"$1,100,000"
2011,Channing Crowder,"$1,100,000"
2011,Donnie Jones,"$1,100,000"
2011,Robert Meachem,"$1,097,000"
2011,Kelvin Sheppard,"$1,095,832"
2011,Chris Williams,"$1,095,250"
2011,Michael Adams,"$1,085,000"
2011,Robert Housler,"$1,084,092"
2011,Terrell McClain,"$1,078,304"
2011,Dontay Moch,"$1,072,576"
2011,Nate Irving,"$1,070,000"
2011,Davone Bess,"$1,063,000"
2011,DeMarco Murray,"$1,062,500"
2011,Dominique Rodgers-Cromartie,"$1,050,000"
2011,Justin Houston,"$1,046,248"
2011,Vince Wilfork,"$1,045,000"
2011,Jeff Otah,"$1,035,000"
2011,C.J. Mosley,"$1,035,000"
2011,Martez Wilson,"$1,031,324"
2011,Dan Carpenter,"$1,030,000"
2011,Jason Allen,"$1,030,000"
2011,Dustin Keller,"$1,027,500"
2011,Felix Jones,"$1,023,750"
2011,Stevan Ridley,"$1,023,000"
2011,Ryan Mallett,"$1,018,876"
2011,Sherrod Martin,"$1,011,500"
2011,Javier Arenas,"$1,008,416"
2011,Leodis McKelvin,"$1,007,500"
2011,Ryan Cook,"$1,000,000"
2011,Tanard Jackson,"$1,000,000"
